Date,Price,Open,High,Low,Vol.,Change %
"Aug 30, 2016","1,311.70","1,322.00","1,322.10","1,308.00",0.71K,-0.85%
"Aug 29, 2016","1,322.90","1,315.00","1,323.00","1,315.00",0.04K,0.11%
"Aug 26, 2016","1,321.50","1,323.80","1,340.50","1,320.10",0.14K,0.11%
"Aug 25, 2016","1,320.10","1,321.40","1,324.00","1,317.00",0.06K,-0.32%
"Aug 24, 2016","1,324.40","1,337.20","1,337.20","1,322.90",0.26K,-1.21%
"Aug 23, 2016","1,340.60","1,337.00","1,341.20","1,334.30",0.55K,0.22%
"Aug 22, 2016","1,337.70","1,334.40","1,337.70","1,333.30",0.12K,-0.20%
"Aug 19, 2016","1,340.40","1,350.10","1,350.10","1,338.60",0.20K,-0.80%
"Aug 18, 2016","1,351.20","1,351.30","1,354.40","1,348.20",0.14K,0.63%
"Aug 17, 2016","1,342.70","1,345.50","1,347.30","1,338.60",0.14K,-0.58%
"Aug 16, 2016","1,350.50","1,342.20","1,355.00","1,341.00",0.34K,0.76%
"Aug 15, 2016","1,340.30","1,336.50","1,340.60","1,333.60",0.06K,0.34%
"Aug 12, 2016","1,335.80","1,336.80","1,351.80","1,333.20",0.11K,-0.50%
"Aug 11, 2016","1,342.50","1,341.60","1,350.40","1,334.80",0.67K,-0.13%
"Aug 10, 2016","1,344.30","1,344.80","1,354.20","1,344.70",0.11K,0.40%
"Aug 09, 2016","1,339.00","1,331.80","1,339.40","1,328.50",0.62K,0.42%
"Aug 08, 2016","1,333.40","1,330.00","1,335.40","1,327.80",0.59K,-0.22%
"Aug 05, 2016","1,336.40","1,357.60","1,360.80","1,333.70",1.11K,-1.65%
"Aug 04, 2016","1,358.80","1,354.40","1,361.60","1,347.00",0.38K,0.20%
"Aug 03, 2016","1,356.10","1,362.40","1,364.70","1,353.30",0.72K,-0.61%
"Aug 02, 2016","1,364.40","1,352.10","1,366.00","1,346.60",2.94K,0.96%
"Aug 01, 2016","1,351.40","1,348.80","1,353.50","1,345.60",1.26K,0.18%
"Jul 29, 2016","1,349.00","1,333.20","1,353.30","1,325.80",6.08K,1.25%
"Jul 28, 2016","1,332.30","1,339.50","1,344.30","1,330.10",56.91K,0.43%
"Jul 27, 2016","1,326.60","1,326.00","1,326.30","1,326.00",0.00K,0.45%
"Jul 26, 2016","1,320.70","1,315.20","1,320.30","1,315.20",0.06K,0.11%
"Jul 25, 2016","1,319.30","1,315.70","1,318.10","1,313.80",0.55K,-0.29%
"Jul 22, 2016","1,323.10","1,330.70","1,330.70","1,320.40",0.06K,-0.56%
"Jul 21, 2016","1,330.50","1,312.80","1,329.50","1,312.80",0.32K,0.89%
"Jul 20, 2016","1,318.80","1,331.00","1,337.50","1,315.50",0.75K,-0.95%
"Jul 19, 2016","1,331.50","1,328.50","1,333.20","1,326.40",0.32K,0.23%
"Jul 18, 2016","1,328.40","1,327.50","1,335.00","1,326.20",0.05K,0.14%
"Jul 15, 2016","1,326.50","1,333.70","1,333.70","1,322.90",0.05K,-0.36%
"Jul 14, 2016","1,331.30","1,341.40","1,341.40","1,322.70",0.02K,-0.83%
"Jul 13, 2016","1,342.40","1,341.50","1,341.50","1,336.70",0.01K,0.62%
"Jul 12, 2016","1,334.10","1,353.60","1,356.00","1,330.30",0.25K,-1.54%
"Jul 11, 2016","1,355.00","1,371.70","1,371.80","1,353.00",0.03K,-0.12%
"Jul 08, 2016","1,356.60","1,361.30","1,365.80","1,335.00",0.25K,-0.26%
"Jul 07, 2016","1,360.10","1,366.80","1,368.60","1,350.50",0.21K,-0.35%
"Jul 06, 2016","1,364.90","1,359.00","1,374.90","1,359.00",0.13K,0.63%
"Jul 05, 2016","1,356.40","1,342.20","1,356.80","1,339.70",0.09K,0.33%
"Jul 04, 2016","1,352.00","1,345.00","1,360.15","1,343.00",-,0.48%
"Jul 03, 2016","1,345.50","1,344.50","1,347.55","1,338.85",-,0.66%
"Jul 01, 2016","1,336.70","1,324.50","1,344.20","1,321.90",0.14K,1.39%
"Jun 30, 2016","1,318.40","1,315.80","1,323.50","1,314.50",0.56K,-0.42%
"Jun 29, 2016","1,323.90","1,311.60","1,327.40","1,311.60",0.41K,0.65%
"Jun 28, 2016","1,315.30","1,314.80","1,315.60","1,314.10",0.02K,-0.54%
"Jun 27, 2016","1,322.50","1,330.00","1,331.70","1,320.00",0.09K,0.19%
"Jun 24, 2016","1,320.00","1,253.70","1,355.60","1,253.70",0.69K,4.66%
"Jun 23, 2016","1,261.20","1,263.40","1,270.50","1,255.20",0.22K,-0.54%
"Jun 22, 2016","1,268.00","1,267.00","1,269.20","1,264.90",0.05K,-0.20%
"Jun 21, 2016","1,270.50","1,293.90","1,293.90","1,266.30",0.13K,-1.51%
"Jun 20, 2016","1,290.00","1,288.90","1,291.20","1,280.30",0.15K,-0.19%
"Jun 17, 2016","1,292.50","1,280.30","1,300.10","1,280.30",0.13K,-0.28%
"Jun 16, 2016","1,296.10","1,296.30","1,316.40","1,281.10",0.25K,0.80%
"Jun 15, 2016","1,285.80","1,284.60","1,296.20","1,278.80",0.16K,0.02%
"Jun 14, 2016","1,285.60","1,281.80","1,289.70","1,277.80",0.55K,0.09%
"Jun 13, 2016","1,284.40","1,276.20","1,287.30","1,273.00",0.33K,0.86%
"Jun 10, 2016","1,273.40","1,267.60","1,278.00","1,265.30",0.40K,0.25%
"Jun 09, 2016","1,270.20","1,262.50","1,271.40","1,258.10",0.38K,0.83%
"Jun 08, 2016","1,259.80","1,247.60","1,264.00","1,247.30",0.41K,1.24%
"Jun 07, 2016","1,244.40","1,244.00","1,244.90","1,236.50",0.28K,-0.02%
"Jun 06, 2016","1,244.60","1,244.40","1,247.30","1,240.00",1.14K,0.36%
"Jun 03, 2016","1,240.10","1,209.10","1,244.50","1,206.40",1.62K,2.50%
"Jun 02, 2016","1,209.80","1,212.40","1,217.00","1,209.60",1.63K,-0.17%
"Jun 01, 2016","1,211.90","1,215.70","1,219.80","1,205.40",2.72K,-0.24%
"May 31, 2016","1,214.80","1,212.50","1,217.60","1,199.00",6.43K,0.22%
"May 30, 2016","1,212.15","1,208.25","1,213.15","1,201.80",-,-0.14%
"May 27, 2016","1,213.80","1,220.30","1,223.20","1,206.40",63.74K,-0.52%
"May 26, 2016","1,220.10","1,232.60","1,232.60","1,230.60",0.00K,-0.28%
"May 25, 2016","1,223.50","1,219.30","1,219.30","1,218.60",0.01K,-0.44%
"May 24, 2016","1,228.90","1,240.00","1,240.00","1,228.20",0.02K,-1.77%
"May 23, 2016","1,251.10","1,251.60","1,251.60","1,247.50",0.06K,-0.10%
"May 20, 2016","1,252.40","1,256.60","1,256.60","1,255.40",0.04K,-0.14%
"May 19, 2016","1,254.20","1,248.00","1,255.50","1,247.50",0.07K,-1.53%
"May 18, 2016","1,273.70","1,276.40","1,276.40","1,256.80",0.02K,-0.20%
"May 17, 2016","1,276.20","1,272.50","1,281.60","1,270.80",0.02K,0.22%
"May 16, 2016","1,273.40","1,272.80","1,287.80","1,272.80",0.04K,0.12%
"May 13, 2016","1,271.90","1,271.40","1,275.70","1,264.60",0.07K,0.13%
"May 12, 2016","1,270.30","1,267.00","1,281.20","1,264.00",0.10K,-0.34%
"May 11, 2016","1,274.60","1,266.90","1,279.20","1,266.90",0.05K,0.85%
"May 10, 2016","1,263.90","1,265.10","1,267.40","1,258.70",0.02K,-0.13%
"May 09, 2016","1,265.60","1,286.50","1,286.50","1,262.30",0.34K,-2.11%
"May 06, 2016","1,292.90","1,278.60","1,295.60","1,276.90",0.31K,1.69%
"May 05, 2016","1,271.40","1,282.90","1,286.00","1,270.80",0.33K,-0.15%
"May 04, 2016","1,273.30","1,286.90","1,290.00","1,273.00",0.11K,-1.35%
"May 03, 2016","1,290.70","1,292.70","1,301.50","1,284.50",0.15K,-0.31%
"May 02, 2016","1,294.70","1,292.10","1,304.40","1,290.40",0.19K,0.43%
"Apr 29, 2016","1,289.20","1,267.30","1,295.50","1,267.20",0.46K,1.87%
"Apr 28, 2016","1,265.50","1,245.90","1,270.10","1,238.50",0.89K,1.30%
"Apr 27, 2016","1,249.20","1,248.60","1,249.50","1,248.60",0.04K,0.56%
"Apr 26, 2016","1,242.20","1,239.80","1,244.20","1,233.00",0.10K,0.27%
"Apr 25, 2016","1,238.90","1,231.60","1,240.90","1,231.60",0.44K,0.83%
"Apr 22, 2016","1,228.70","1,248.50","1,248.50","1,228.00",0.19K,-1.63%
"Apr 21, 2016","1,249.00","1,247.70","1,270.60","1,247.60",0.12K,-0.34%
"Apr 20, 2016","1,253.20","1,256.10","1,256.10","1,243.00",0.18K,0.02%
"Apr 19, 2016","1,253.00","1,231.60","1,256.20","1,228.80",0.39K,1.57%
"Apr 18, 2016","1,233.60","1,238.70","1,241.10","1,232.20",0.30K,0.04%
"Apr 15, 2016","1,233.10","1,225.70","1,235.00","1,225.70",0.10K,0.66%
"Apr 14, 2016","1,225.00","1,231.40","1,243.70","1,224.50",0.26K,-1.75%
"Apr 13, 2016","1,246.80","1,256.50","1,256.90","1,241.30",0.20K,-1.00%
"Apr 12, 2016","1,259.40","1,260.00","1,261.70","1,253.70",0.19K,0.21%
"Apr 11, 2016","1,256.70","1,241.50","1,258.70","1,241.50",0.44K,1.14%
"Apr 08, 2016","1,242.50","1,241.00","1,242.80","1,232.00",0.41K,0.51%
"Apr 07, 2016","1,236.20","1,224.80","1,242.90","1,224.60",0.38K,1.12%
"Apr 06, 2016","1,222.50","1,230.40","1,230.40","1,217.60",0.25K,-0.48%
"Apr 05, 2016","1,228.40","1,215.40","1,236.70","1,215.40",0.48K,0.85%
"Apr 04, 2016","1,218.00","1,221.70","1,222.30","1,215.00",2.04K,-0.34%
"Apr 01, 2016","1,222.20","1,232.30","1,235.20","1,209.20",1.60K,-0.97%
"Mar 31, 2016","1,234.20","1,225.60","1,239.60","1,224.50",3.38K,0.59%
"Mar 30, 2016","1,226.90","1,241.40","1,245.00","1,223.40",48.25K,-0.70%
"Mar 29, 2016","1,235.60","1,217.80","1,217.80","1,217.70",0.04K,1.29%
"Mar 28, 2016","1,219.90","1,211.50","1,222.20","1,210.00",0.03K,0.26%
"Mar 25, 2016","1,216.70","1,216.70","1,216.70","1,216.70",-,-0.38%
"Mar 24, 2016","1,221.40","1,214.20","1,221.30","1,214.20",0.01K,-0.19%
"Mar 23, 2016","1,223.70","1,247.70","1,247.70","1,218.60",0.03K,-1.96%
"Mar 22, 2016","1,248.20","1,244.00","1,252.40","1,243.80",0.02K,0.35%
"Mar 21, 2016","1,243.80","1,256.20","1,256.20","1,243.40",1.06K,-0.80%
"Mar 18, 2016","1,253.80","1,257.10","1,264.40","1,251.50",0.54K,-0.85%
"Mar 17, 2016","1,264.50","1,261.50","1,270.10","1,255.90",0.03K,2.86%
"Mar 16, 2016","1,229.30","1,229.50","1,263.80","1,228.90",0.05K,-0.09%
"Mar 15, 2016","1,230.40","1,228.30","1,236.00","1,228.00",0.04K,-1.13%
"Mar 14, 2016","1,244.40","1,256.00","1,258.00","1,234.50",0.06K,-1.14%
"Mar 11, 2016","1,258.70","1,270.00","1,280.70","1,249.40",0.09K,-1.05%
"Mar 10, 2016","1,272.00","1,250.00","1,273.00","1,237.50",0.12K,1.23%
"Mar 09, 2016","1,256.60","1,254.50","1,260.00","1,244.80",0.08K,-0.44%
"Mar 08, 2016","1,262.10","1,268.70","1,276.30","1,261.00",0.04K,-0.09%
"Mar 07, 2016","1,263.20","1,259.80","1,272.30","1,259.70",0.07K,-0.53%
"Mar 04, 2016","1,269.90","1,263.00","1,279.90","1,250.90",0.27K,0.99%
"Mar 03, 2016","1,257.40","1,238.40","1,267.90","1,238.00",0.12K,1.31%
"Mar 02, 2016","1,241.10","1,232.80","1,242.60","1,226.00",0.27K,0.88%
"Mar 01, 2016","1,230.30","1,240.50","1,248.40","1,229.00",0.48K,-0.29%
"Feb 29, 2016","1,233.90","1,218.60","1,241.00","1,218.60",0.58K,1.16%
"Feb 26, 2016","1,219.80","1,232.40","1,239.10","1,212.20",0.66K,-1.49%
"Feb 25, 2016","1,238.20","1,239.40","1,241.50","1,235.00",0.05K,-0.04%
"Feb 24, 2016","1,238.70","1,230.00","1,250.10","1,230.00",0.11K,1.34%
"Feb 23, 2016","1,222.30","1,207.40","1,226.10","1,207.40",0.35K,1.06%
"Feb 22, 2016","1,209.50","1,226.10","1,226.10","1,203.00",0.28K,-1.70%
"Feb 19, 2016","1,230.40","1,230.80","1,232.80","1,221.80",0.08K,0.35%
"Feb 18, 2016","1,226.10","1,209.60","1,239.20","1,201.60",0.32K,1.24%
"Feb 17, 2016","1,211.10","1,196.50","1,212.90","1,196.50",0.05K,0.26%
"Feb 16, 2016","1,207.90","1,233.10","1,233.60","1,193.60",0.42K,-0.02%
"Feb 15, 2016","1,208.10","1,234.00","1,235.10","1,202.80",-,-2.07%
"Feb 14, 2016","1,233.60","1,235.70","1,235.90","1,231.40",-,-0.44%
"Feb 12, 2016","1,239.10","1,247.80","1,247.80","1,233.50",0.25K,-0.71%
"Feb 11, 2016","1,247.90","1,205.60","1,260.80","1,204.60",1.00K,4.45%
"Feb 10, 2016","1,194.70","1,189.80","1,197.70","1,182.10",0.67K,-0.33%
"Feb 09, 2016","1,198.70","1,188.70","1,199.20","1,186.70",0.70K,0.07%
"Feb 08, 2016","1,197.90","1,173.50","1,200.40","1,165.00",0.93K,3.46%
"Feb 05, 2016","1,157.80","1,155.60","1,174.80","1,146.00",0.88K,0.02%
"Feb 04, 2016","1,157.60","1,142.50","1,157.30","1,141.00",0.77K,1.43%
"Feb 03, 2016","1,141.30","1,128.50","1,146.00","1,125.00",1.63K,1.24%
"Feb 02, 2016","1,127.30","1,128.30","1,131.40","1,123.00",1.23K,-0.05%
"Feb 01, 2016","1,127.90","1,116.70","1,130.00","1,115.30",1.68K,1.03%
"Jan 29, 2016","1,116.40","1,114.40","1,118.60","1,108.80",6.96K,0.07%
"Jan 28, 2016","1,115.60","1,125.40","1,125.70","1,109.80",52.86K,-0.04%
"Jan 27, 2016","1,116.10","1,117.80","1,117.80","1,115.80",0.01K,-0.50%
"Jan 26, 2016","1,121.70","1,115.10","1,115.90","1,114.30",0.18K,1.40%
"Jan 25, 2016","1,106.20","1,099.30","1,109.30","1,099.30",0.01K,0.82%
"Jan 22, 2016","1,097.20","1,098.00","1,103.20","1,098.00",0.00K,-0.17%
"Jan 21, 2016","1,099.10","1,103.60","1,103.60","1,094.10",0.02K,-0.72%
"Jan 20, 2016","1,107.10","1,099.80","1,109.80","1,099.80",0.03K,1.58%
"Jan 19, 2016","1,089.90","1,089.80","1,094.40","1,084.90",0.02K,0.13%
"Jan 18, 2016","1,088.50","1,090.20","1,093.30","1,087.40",-,-0.17%
"Jan 17, 2016","1,090.30","1,088.60","1,090.80","1,088.60",-,-0.11%
"Jan 15, 2016","1,091.50","1,085.00","1,095.80","1,081.80",0.04K,1.64%
"Jan 14, 2016","1,073.90","1,091.50","1,091.50","1,073.70",0.06K,-1.25%
"Jan 13, 2016","1,087.50","1,081.50","1,093.90","1,081.50",0.05K,0.18%
"Jan 12, 2016","1,085.60","1,093.80","1,098.50","1,084.00",0.09K,-0.99%
"Jan 11, 2016","1,096.50","1,105.70","1,107.90","1,096.50",0.04K,-0.12%
"Jan 08, 2016","1,097.80","1,111.10","1,111.10","1,093.00",0.10K,-0.89%
"Jan 07, 2016","1,107.70","1,091.60","1,109.40","1,091.60",0.12K,1.45%
"Jan 06, 2016","1,091.90","1,081.60","1,093.70","1,081.60",0.05K,1.25%
"Jan 05, 2016","1,078.40","1,075.60","1,081.50","1,075.30",0.08K,0.31%
"Jan 04, 2016","1,075.10","1,063.40","1,082.50","1,063.20",0.14K,1.40%
"Dec 31, 2015","1,060.30","1,061.90","1,062.00","1,058.50",0.01K,0.02%
"Dec 30, 2015","1,060.10","1,068.60","1,070.20","1,059.70",0.07K,-1.61%
"Dec 29, 2015","1,077.50","1,079.10","1,079.70","1,079.10",0.07K,0.65%
"Dec 28, 2015","1,070.50","1,077.90","1,098.80","1,073.60",0.36K,-0.62%
"Dec 24, 2015","1,077.20","1,074.30","1,077.80","1,073.50",0.02K,0.73%
"Dec 23, 2015","1,069.40","1,074.50","1,074.80","1,070.00",0.20K,-0.50%
"Dec 22, 2015","1,074.80","1,078.60","1,078.60","1,073.80",0.11K,-0.66%
"Dec 21, 2015","1,081.90","1,070.20","1,081.50","1,070.20",0.03K,1.47%
"Dec 18, 2015","1,066.20","1,053.70","1,070.30","1,052.70",0.25K,1.47%
"Dec 17, 2015","1,050.80","1,072.60","1,072.60","1,050.50",0.06K,-2.52%
"Dec 16, 2015","1,078.00","1,064.80","1,078.70","1,064.30",0.08K,1.42%
"Dec 15, 2015","1,062.90","1,064.60","1,066.20","1,061.80",0.22K,-0.17%
"Dec 14, 2015","1,064.70","1,074.00","1,076.70","1,060.00",0.51K,-1.13%
"Dec 11, 2015","1,076.90","1,067.80","1,079.40","1,064.40",0.41K,0.35%
"Dec 10, 2015","1,073.10","1,073.00","1,076.30","1,071.70",0.23K,-0.42%
"Dec 09, 2015","1,077.60","1,075.10","1,086.00","1,070.60",0.39K,0.12%
"Dec 08, 2015","1,076.30","1,071.00","1,078.40","1,069.60",0.31K,-0.01%
"Dec 07, 2015","1,076.40","1,084.90","1,086.50","1,067.40",0.66K,-0.75%
"Dec 04, 2015","1,084.50","1,063.00","1,088.80","1,058.70",0.89K,2.15%
"Dec 03, 2015","1,061.70","1,054.40","1,064.60","1,046.20",1.16K,0.71%
"Dec 02, 2015","1,054.20","1,068.70","1,069.50","1,049.60",0.50K,-0.90%
"Dec 01, 2015","1,063.80","1,064.60","1,074.60","1,063.40",3.44K,-0.19%
"Nov 30, 2015","1,065.80","1,056.50","1,068.40","1,052.10",4.60K,0.91%
"Nov 27, 2015","1,056.20","1,070.70","1,074.20","1,051.10",52.13K,-1.36%
"Nov 26, 2015","1,070.80","1,070.10","1,074.20","1,069.20",-,0.03%
"Nov 25, 2015","1,070.50","1,070.20","1,072.00","1,068.50",0.06K,-0.35%
"Nov 24, 2015","1,074.30","1,073.20","1,079.40","1,073.20",0.22K,0.70%
"Nov 23, 2015","1,066.80","1,070.00","1,071.50","1,067.30",0.06K,-0.89%
"Nov 20, 2015","1,076.40","1,082.90","1,082.90","1,082.90",0.01K,-0.15%
"Nov 19, 2015","1,078.00","1,077.40","1,082.40","1,077.40",0.01K,0.86%
"Nov 18, 2015","1,068.80","1,064.00","1,071.90","1,064.00",0.01K,0.01%
"Nov 17, 2015","1,068.70","1,075.50","1,075.80","1,065.10",0.01K,-1.38%
"Nov 16, 2015","1,083.70","1,092.00","1,092.40","1,085.40",0.01K,0.27%
"Nov 13, 2015","1,080.80","1,083.10","1,085.90","1,081.30",0.02K,0.00%
"Nov 12, 2015","1,080.80","1,086.00","1,086.60","1,086.00",0.00K,-0.36%
"Nov 11, 2015","1,084.70","1,091.40","1,091.40","1,084.20",0.02K,-0.32%
"Nov 10, 2015","1,088.20","1,090.10","1,091.30","1,085.00",0.02K,0.03%
"Nov 09, 2015","1,087.90","1,088.60","1,088.60","1,088.60",0.01K,0.03%
"Nov 06, 2015","1,087.60","1,105.20","1,109.50","1,084.80",0.08K,-1.52%
"Nov 05, 2015","1,104.40","1,107.90","1,110.70","1,104.50",0.08K,-0.19%
"Nov 04, 2015","1,106.50","1,119.00","1,121.90","1,106.70",0.14K,-0.69%
"Nov 03, 2015","1,114.20","1,133.30","1,134.70","1,114.20",0.19K,-1.90%
"Nov 02, 2015","1,135.80","1,137.90","1,138.70","1,132.60",0.18K,-0.50%
"Oct 30, 2015","1,141.50","1,147.50","1,147.60","1,139.20",0.25K,-0.50%
"Oct 29, 2015","1,147.20","1,158.00","1,162.00","1,144.90",0.33K,-2.54%
"Oct 28, 2015","1,177.10","1,175.10","1,182.70","1,175.10",0.09K,0.88%
"Oct 27, 2015","1,166.80","1,164.50","1,166.10","1,162.00",0.30K,-0.02%
"Oct 26, 2015","1,167.00","1,165.10","1,170.00","1,163.80",0.18K,0.32%
"Oct 23, 2015","1,163.30","1,166.20","1,178.70","1,163.30",0.04K,-0.28%
"Oct 22, 2015","1,166.60","1,166.20","1,168.60","1,163.50",0.05K,-0.09%
"Oct 21, 2015","1,167.60","1,175.90","1,176.40","1,164.90",0.04K,-0.88%
"Oct 20, 2015","1,178.00","1,168.70","1,179.10","1,168.70",0.02K,0.40%
"Oct 19, 2015","1,173.30","1,176.50","1,177.80","1,169.30",0.06K,-0.87%
"Oct 16, 2015","1,183.60","1,182.50","1,184.10","1,176.20",0.24K,-0.36%
"Oct 15, 2015","1,187.90","1,184.20","1,188.30","1,177.80",0.14K,0.66%
"Oct 14, 2015","1,180.10","1,172.40","1,189.00","1,167.30",0.14K,1.23%
"Oct 13, 2015","1,165.80","1,163.50","1,166.20","1,154.90",0.13K,0.08%
"Oct 12, 2015","1,164.90","1,155.90","1,166.80","1,155.90",0.04K,0.74%
"Oct 09, 2015","1,156.30","1,151.60","1,157.20","1,151.60",0.02K,1.01%
"Oct 08, 2015","1,144.70","1,142.70","1,146.70","1,138.70",0.14K,-0.37%
"Oct 07, 2015","1,149.00","1,147.60","1,152.90","1,143.00",0.10K,0.19%
"Oct 06, 2015","1,146.80","1,136.30","1,150.00","1,136.30",0.15K,0.76%
"Oct 05, 2015","1,138.10","1,137.10","1,141.70","1,132.50",0.23K,0.09%
"Oct 02, 2015","1,137.10","1,112.20","1,141.20","1,105.80",0.32K,2.06%
"Oct 01, 2015","1,114.20","1,115.20","1,119.00","1,113.30",1.18K,-0.12%
"Sep 30, 2015","1,115.50","1,124.30","1,126.00","1,112.10",0.87K,-1.03%
"Sep 29, 2015","1,127.10","1,132.20","1,134.40","1,124.30",2.42K,-0.43%
"Sep 28, 2015","1,132.00","1,133.20","1,133.20","1,133.10",0.01K,-1.22%
"Sep 25, 2015","1,146.00","1,149.80","1,149.80","1,143.40",0.06K,-0.68%
"Sep 24, 2015","1,153.80","1,133.00","1,155.90","1,133.00",0.04K,1.96%
"Sep 23, 2015","1,131.60","1,128.60","1,132.20","1,128.30",0.03K,0.59%
"Sep 22, 2015","1,125.00","1,132.60","1,135.00","1,122.50",0.04K,-0.71%
"Sep 21, 2015","1,133.10","1,137.60","1,138.50","1,130.80",0.02K,-0.44%
"Sep 18, 2015","1,138.10","1,128.30","1,141.20","1,127.80",0.06K,1.86%
"Sep 17, 2015","1,117.30","1,118.60","1,130.50","1,117.10",0.01K,-0.17%
"Sep 16, 2015","1,119.20","1,109.80","1,119.90","1,109.80",0.03K,1.49%
"Sep 15, 2015","1,102.80","1,104.50","1,104.50","1,103.00",0.01K,-0.44%
"Sep 14, 2015","1,107.70","1,107.80","1,108.60","1,104.10",0.02K,0.38%
"Sep 11, 2015","1,103.50","1,110.80","1,111.70","1,098.20",0.08K,-0.54%
"Sep 10, 2015","1,109.50","1,107.30","1,113.50","1,105.50",0.06K,0.66%
"Sep 09, 2015","1,102.20","1,123.50","1,123.50","1,102.10",0.15K,-1.62%
"Sep 08, 2015","1,120.40","1,119.80","1,122.50","1,116.40",0.14K,0.04%
"Sep 07, 2015","1,119.90","1,119.50","1,124.00","1,115.20",-,0.00%
"Sep 06, 2015","1,119.90","1,122.30","1,123.10","1,119.60",-,-0.06%
"Sep 04, 2015","1,120.60","1,123.40","1,125.20","1,116.20",0.05K,-0.28%
"Sep 03, 2015","1,123.70","1,130.30","1,132.90","1,120.30",0.12K,-0.78%
"Sep 02, 2015","1,132.50","1,137.30","1,140.40","1,130.80",0.20K,-0.54%
"Sep 01, 2015","1,138.70","1,133.50","1,144.70","1,133.50",0.38K,0.63%
"Aug 31, 2015","1,131.60","1,131.10","1,134.00","1,124.80",0.19K,-0.13%
"Aug 28, 2015","1,133.10","1,125.30","1,139.00","1,123.60",0.28K,0.95%
"Aug 27, 2015","1,122.40","1,127.20","1,127.40","1,118.40",0.13K,-0.20%
"Aug 26, 2015","1,124.60","1,139.20","1,143.00","1,119.60",0.12K,-1.19%
"Aug 25, 2015","1,138.20","1,151.50","1,155.50","1,134.00",0.22K,-1.32%
"Aug 24, 2015","1,153.40","1,164.00","1,169.00","1,147.50",0.30K,-0.53%
"Aug 21, 2015","1,159.60","1,154.10","1,166.50","1,150.50",0.26K,0.57%
"Aug 20, 2015","1,153.00","1,132.80","1,153.30","1,132.80",0.41K,2.21%
"Aug 19, 2015","1,128.10","1,117.00","1,134.30","1,116.80",0.35K,0.98%
"Aug 18, 2015","1,117.10","1,118.20","1,118.40","1,110.00",0.48K,-0.13%
"Aug 17, 2015","1,118.60","1,113.80","1,122.00","1,113.80",0.40K,0.51%
"Aug 14, 2015","1,112.90","1,113.90","1,118.80","1,112.50",0.91K,-0.25%
"Aug 13, 2015","1,115.70","1,124.30","1,124.30","1,113.00",0.44K,-0.67%
"Aug 12, 2015","1,123.20","1,106.00","1,124.50","1,101.50",0.80K,1.41%
"Aug 11, 2015","1,107.60","1,103.80","1,116.70","1,094.00",1.00K,0.31%
"Aug 10, 2015","1,104.20","1,093.20","1,107.60","1,089.50",0.90K,0.92%
"Aug 07, 2015","1,094.10","1,088.90","1,098.30","1,081.70",0.61K,0.36%
"Aug 06, 2015","1,090.20","1,084.40","1,092.20","1,083.60",0.27K,0.41%
"Aug 05, 2015","1,085.70","1,086.50","1,090.60","1,082.50",1.21K,-0.46%
"Aug 04, 2015","1,090.70","1,085.10","1,093.90","1,080.50",1.14K,0.12%
"Aug 03, 2015","1,089.40","1,095.50","1,097.10","1,085.00",2.42K,-0.50%
"Jul 31, 2015","1,094.90","1,087.70","1,102.80","1,079.10",5.70K,0.60%
"Jul 30, 2015","1,088.40","1,096.10","1,097.50","1,081.00",49.30K,-0.39%
"Jul 29, 2015","1,092.70","1,096.40","1,096.90","1,093.60",0.01K,-0.33%
"Jul 28, 2015","1,096.30","1,097.20","1,097.70","1,097.00",0.03K,-0.02%
"Jul 27, 2015","1,096.50","1,100.00","1,102.50","1,093.90",0.02K,1.00%
"Jul 24, 2015","1,085.60","1,078.60","1,100.70","1,078.60",0.05K,-0.77%
"Jul 23, 2015","1,094.00","1,097.40","1,097.60","1,087.80",0.06K,0.24%
"Jul 22, 2015","1,091.40","1,093.00","1,095.00","1,086.00",0.05K,-1.09%
"Jul 21, 2015","1,103.40","1,097.10","1,106.40","1,097.10",0.12K,-0.30%
"Jul 20, 2015","1,106.70","1,130.40","1,130.70","1,095.10",0.19K,-2.22%
"Jul 17, 2015","1,131.80","1,144.00","1,144.00","1,130.20",0.12K,-1.05%
"Jul 16, 2015","1,143.80","1,146.20","1,146.20","1,142.90",0.01K,-0.30%
"Jul 15, 2015","1,147.20","1,154.00","1,154.20","1,144.80",0.02K,-0.53%
"Jul 14, 2015","1,153.30","1,157.20","1,157.20","1,153.00",0.04K,-0.16%
"Jul 13, 2015","1,155.20","1,159.00","1,159.00","1,151.20",0.01K,-0.22%
"Jul 10, 2015","1,157.70","1,160.10","1,162.90","1,157.50",0.03K,-0.11%
"Jul 09, 2015","1,159.00","1,154.80","1,163.60","1,154.80",0.07K,-0.37%
"Jul 08, 2015","1,163.30","1,152.60","1,161.70","1,146.40",0.07K,0.95%
"Jul 07, 2015","1,152.40","1,166.80","1,166.80","1,149.50",0.47K,-1.75%
"Jul 06, 2015","1,172.90","1,163.90","1,173.00","1,162.20",0.63K,0.44%
"Jul 03, 2015","1,167.80","1,164.70","1,169.00","1,164.60",-,0.41%
"Jul 02, 2015","1,163.00","1,166.40","1,168.10","1,155.50",0.32K,-0.51%
"Jul 01, 2015","1,169.00","1,173.10","1,173.10","1,166.60",0.46K,-0.21%
"Jun 30, 2015","1,171.50","1,176.30","1,176.40","1,166.60",0.22K,-0.59%
